,Mean hemoglobin level of women of reproductive age (aged 15-49 years),"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized",Mean BMI (kg/m²) (age-standardized estimate),"Prevalence of underweight among adults, BMI < 18 (age-standardized estimate) (%)",Mortality rate for 5-14 year-olds (probability of dying per 1000 children aged 5-14 years),per_capita-Maternal Disorders,Prevalence of anaemia in non-pregnant women (aged 15-49) (%),Mean hemoglobin level of pregnant women (aged 15-49 years)
1018,132.0,54.9,26.4,0.6,1.20154,5.102000158988043e-07,9.6,120.0
1019,132.0,56.3,26.5,0.6,1.16298,4.2445637083302693e-07,9.5,120.0
1020,132.0,57.6,26.6,0.6,1.12475,4.848217344419978e-07,9.5,120.0
1021,132.0,58.9,26.6,0.5,1.08674,5.45539133776961e-07,9.4,120.0
1022,132.0,60.2,26.7,0.5,1.04995,4.488144360459807e-07,9.4,121.0
1023,132.0,61.4,26.8,0.5,1.01457,5.464721892773705e-07,9.3,121.0
1024,132.0,62.5,26.9,0.5,0.98239,4.620798769758536e-07,9.3,121.0
1025,132.0,63.6,26.9,0.5,0.95378,4.996017321216424e-07,9.3,121.0
1026,132.0,64.7,27.0,0.5,0.92839,4.643336977619703e-07,9.3,121.0
1027,132.0,65.8,27.0,0.4,0.90492,5.144256212571249e-07,9.3,121.0
1028,132.0,66.7,27.1,0.4,0.88366,4.418705105342421e-07,9.4,121.0
1029,132.0,67.6,27.1,0.4,0.86436,4.058748240717126e-07,9.5,121.0
1030,132.0,68.4,27.2,0.4,0.84757,4.1899132914696914e-07,9.6,120.0
1031,132.0,69.1,27.2,0.4,0.83385,4.3211643419296354e-07,9.8,120.0
1032,132.0,69.8,27.3,0.4,0.82336,4.081410131652934e-07,10.1,120.0
1033,132.0,70.5,27.3,0.4,0.81572,4.088064743845829e-07,10.4,120.0
1034,131.0,71.1,26.876470588235293,0.4823529411764705,0.81021,4.342754181650409e-07,10.7,120.0
1035,131.0,71.7,26.876470588235293,0.4823529411764705,0.80485,4.342754181650409e-07,11.1,120.0
1036,131.0,72.2,26.876470588235293,0.4823529411764705,0.79788,4.357934763260548e-07,11.6,120.0
1037,118.0,17.7,22.0,14.2,19.09887,5.655232330310121e-05,48.4,107.0
1038,118.0,18.1,22.1,14.0,18.53218,5.857510293720224e-05,48.4,107.0
1039,118.0,18.6,22.1,13.7,17.96836,5.909553914346219e-05,48.6,107.0
1040,118.0,19.1,22.2,13.5,17.4059,5.975246300314838e-05,48.8,107.0
1041,118.0,19.6,22.3,13.3,16.85438,6.078429048761501e-05,48.9,107.0
1042,118.0,20.2,22.3,13.0,16.30524,6.155273156337049e-05,48.8,107.0
1043,118.0,20.9,22.4,12.8,15.78212,6.219928134746108e-05,48.6,107.0
1044,118.0,21.7,22.4,12.5,15.28673,6.387967923001837e-05,48.1,107.0
1045,118.0,22.6,22.5,12.3,14.80814,6.17037085208981e-05,47.5,107.0
1046,119.0,23.6,22.5,12.0,14.34154,6.02817872143334e-05,46.7,108.0
1047,119.0,24.7,22.5,11.8,13.91299,5.949094648863317e-05,45.7,108.0
1048,120.0,25.9,22.5,11.6,13.49071,5.8569472106732615e-05,44.5,108.0
1049,120.0,27.2,22.5,11.3,13.08746,5.744394718674805e-05,43.4,108.0
1050,120.0,28.6,22.5,11.1,12.70075,5.690510346141834e-05,42.4,109.0
1051,121.0,30.0,22.5,10.8,12.33313,5.768976662347076e-05,41.1,109.0
1052,121.0,31.5,22.5,10.6,11.99161,5.766482076547435e-05,39.8,109.0
1053,122.0,33.0,22.5,10.4,11.64607,5.7866567686716616e-05,38.4,109.0
1054,122.0,34.6,22.37058823529412,12.288235294117648,11.3215,5.758974608382446e-05,36.9,110.0
1055,123.0,36.2,22.37058823529412,12.288235294117648,10.99649,5.5733186633587386e-05,35.6,110.0
1056,123.0,37.8,22.37058823529412,12.288235294117648,10.69049,5.354572904026865e-05,34.5,111.0
1057,131.0,43.2,26.7,0.6,1.45366,4.735247572948857e-07,12.8,119.0
1058,131.0,44.1,26.8,0.6,1.41622,5.670265552711498e-07,12.6,119.0
1059,131.0,45.0,26.9,0.6,1.37999,4.71526273019559e-07,12.4,119.0
1060,131.0,45.9,26.9,0.6,1.34504,5.64655661214132e-07,12.3,119.0
1061,131.0,46.9,27.0,0.5,1.31047,7.513480357743097e-07,12.3,119.0
1062,131.0,47.9,27.1,0.5,1.27643,4.686758613371847e-07,12.4,119.0
1063,131.0,48.8,27.1,0.5,1.24262,4.678118326079443e-07,12.3,119.0
1064,131.0,49.8,27.2,0.5,1.20918,5.604182214380519e-07,12.3,119.0
1065,131.0,50.7,27.2,0.5,1.17667,2.797772525426157e-07,12.3,119.0
1066,131.0,51.7,27.3,0.5,1.14446,6.519252096498342e-07,12.3,119.0
1067,131.0,52.6,27.3,0.4,1.11274,7.441899924492623e-07,12.4,119.0
1068,131.0,53.5,27.4,0.4,1.0817,6.505493982603937e-07,12.5,119.0
1069,131.0,54.4,27.4,0.4,1.05198,4.643462418183353e-07,12.7,119.0
1070,131.0,55.2,27.4,0.4,1.02342,3.712997542831051e-07,12.9,119.0
1071,131.0,56.0,27.4,0.4,0.99605,4.640131363974968e-07,13.2,119.0
1072,130.0,56.7,27.5,0.4,0.97038,4.640094331261717e-07,13.5,119.0
1073,130.0,57.4,27.5,0.4,0.94607,5.569348459559987e-07,13.8,119.0
1074,130.0,58.1,27.18235294117647,0.4823529411764705,0.92297,4.643182132440827e-07,14.2,119.0
1075,130.0,58.7,27.18235294117647,0.4823529411764705,0.89952,4.643182132440827e-07,14.6,119.0
1076,130.0,59.3,27.18235294117647,0.4823529411764705,0.87636,3.720021509164366e-07,14.9,119.0
1077,128.0,40.6,23.8,7.0,3.804,9.841647885521953e-06,24.5,118.0
1078,128.0,41.2,23.9,6.8,3.77471,9.775744422937808e-06,23.8,118.0
1079,128.0,41.9,24.0,6.6,3.75117,9.72431565128604e-06,23.2,118.0
1080,129.0,42.6,24.1,6.4,3.73387,9.67866821525358e-06,22.4,119.0
1081,129.0,43.3,24.2,6.2,3.72298,9.618251594225202e-06,22.0,119.0
1082,129.0,44.0,24.3,6.0,3.71746,9.560960685329664e-06,21.4,119.0
1083,129.0,44.7,24.3,5.9,3.71619,9.505522708693752e-06,21.0,119.0
1084,129.0,45.4,24.4,5.7,3.716,9.444029956463022e-06,20.5,119.0
1085,130.0,46.1,24.5,5.5,3.72038,9.38482473839801e-06,20.0,119.0
1086,130.0,46.8,24.6,5.4,3.72758,9.328445228033845e-06,19.6,119.0
1087,130.0,47.5,24.7,5.2,3.7375,9.274889165074477e-06,19.4,120.0
1088,130.0,48.2,24.8,5.1,3.75103,9.223475590071853e-06,19.0,120.0
1089,130.0,48.9,24.8,4.9,3.76353,9.173386172037683e-06,18.7,120.0
1090,130.0,49.6,24.9,4.8,3.78193,9.124920156948626e-06,18.6,120.0
1091,130.0,50.2,25.0,4.6,3.79239,9.078364441862154e-06,18.5,120.0
1092,130.0,50.8,25.1,4.5,3.80431,9.033913310567871e-06,18.5,120.0
1093,130.0,51.4,25.2,4.4,3.81449,8.991269477337506e-06,18.6,120.0
1094,130.0,51.9,24.50588235294118,5.588235294117647,3.82642,8.950628334109055e-06,18.7,120.0
1095,130.0,52.5,24.50588235294118,5.588235294117647,3.82544,8.950628334109055e-06,18.8,120.0
1096,130.0,53.0,24.50588235294118,5.588235294117647,3.80753,8.875870944836462e-06,19.0,119.0
1097,129.0,32.4,24.4,3.1,6.54735,6.33286799082546e-05,22.0,118.0
1098,129.0,32.9,24.5,3.0,6.25727,9.748013842179656e-05,20.8,119.0
1099,130.0,33.5,24.5,2.9,5.98939,0.0001101969649079,19.8,119.0
1100,130.0,34.1,24.6,2.8,5.75283,9.108580419213031e-05,19.0,119.0
1101,131.0,34.9,24.7,2.7,5.55149,6.030157824305656e-05,18.2,119.0
1102,131.0,35.6,24.8,2.6,6.04621,7.748789497894858e-05,17.2,120.0
1103,131.0,36.4,24.9,2.5,5.20428,5.1626901774881496e-05,16.4,120.0
1104,132.0,37.3,25.0,2.4,5.03245,6.945256841333329e-05,15.5,120.0
1105,132.0,38.2,25.1,2.3,4.85973,6.537352200080509e-05,14.5,120.0
1106,133.0,39.2,25.1,2.2,4.68711,6.477602521805982e-05,13.5,121.0
1107,133.0,40.1,25.2,2.1,4.52474,3.173328688957702e-05,12.5,121.0
1108,134.0,41.1,25.3,2.0,4.38497,2.546211017382737e-05,11.5,122.0
1109,134.0,42.1,25.4,2.0,4.27089,3.6598257242057467e-05,10.6,122.0
1110,135.0,43.0,25.5,1.9,4.17669,4.98139906627988e-05,9.8,122.0
1111,135.0,44.0,25.6,1.8,4.09446,3.9939693111590886e-05,9.1,123.0
1112,135.0,44.9,25.6,1.8,4.01782,3.505597124847317e-05,8.5,123.0
1113,136.0,45.8,25.7,1.7,3.93678,2.936150317202984e-05,8.0,123.0
1114,136.0,46.7,25.052941176470583,2.341176470588235,3.84865,2.6906876078053743e-05,7.6,124.0
1115,136.0,47.6,25.052941176470583,2.341176470588235,3.75794,3.059363554067168e-05,7.3,124.0
1116,136.0,48.5,25.052941176470583,2.341176470588235,3.66533,3.156498179669377e-05,7.0,124.0
1117,116.0,15.9,21.5,14.7,31.6542,0.0002269348833405,51.6,105.0
1118,116.0,16.3,21.6,14.5,30.67649,0.0002251416313132,51.7,105.0
1119,116.0,16.7,21.7,14.3,29.74535,0.0002266351059774,51.8,105.0
1120,116.0,17.1,21.7,14.1,28.84848,0.0002231730363114,51.9,105.0
1121,116.0,17.5,21.8,13.9,27.99319,0.0002212443876651,51.9,105.0
1122,116.0,18.0,21.9,13.7,27.17098,0.0002152128148852,51.9,105.0
1123,116.0,18.5,22.0,13.5,26.37321,0.000215178505604,51.8,106.0
1124,117.0,19.1,22.0,13.3,25.63677,0.000211407078699,51.7,106.0
1125,117.0,19.8,22.1,13.1,24.94436,0.000206699448295,51.4,106.0
1126,117.0,20.5,22.1,13.0,24.28659,0.00020898838981,51.1,106.0
1127,117.0,21.3,22.2,12.8,23.67816,0.0002102862013604,50.8,106.0
1128,117.0,22.2,22.2,12.6,23.08642,0.0002094140284193,50.6,106.0
1129,117.0,23.1,22.3,12.4,22.50541,0.0002050536161921,50.3,107.0
1130,117.0,24.1,22.3,12.2,21.94235,0.0002023080476011,50.1,107.0
1131,118.0,25.2,22.3,12.0,21.4159,0.0002020152194675,49.8,107.0
1132,118.0,26.3,22.4,11.8,20.87342,0.0001972808183792,49.4,107.0
1133,118.0,27.4,22.4,11.6,20.32873,0.00019076601527,48.9,107.0
1134,118.0,28.6,22.029411764705884,13.147058823529411,19.80423,0.0001832627979661,48.4,107.0
1135,118.0,29.8,22.029411764705884,13.147058823529411,19.28801,0.0001815711413695,47.9,108.0
1136,118.0,31.0,22.029411764705884,13.147058823529411,18.7772,0.0001700674289827,47.5,108.0
1137,116.0,18.3,21.7,13.9,30.37046,0.0001626449827541,53.5,106.0
1138,116.0,18.7,21.8,13.7,29.45117,0.0001576786035492,53.2,106.0
1139,116.0,19.1,21.9,13.5,28.71256,0.000155274843975,53.0,106.0
1140,116.0,19.6,22.0,13.2,27.97281,0.0001522151719553,52.8,106.0
1141,116.0,20.1,22.1,13.0,27.30577,0.0001506929713625,52.6,106.0
1142,116.0,20.6,22.1,12.8,26.60788,0.0001456696170656,52.3,107.0
1143,117.0,21.2,22.2,12.6,25.87983,0.0001427831768147,52.0,107.0
1144,117.0,21.8,22.3,12.3,25.09816,0.0001398715354635,51.7,107.0
1145,117.0,22.5,22.4,12.1,24.25825,0.0001357121093786,51.2,107.0
1146,117.0,23.3,22.4,11.9,23.29154,0.0001303811562722,50.7,107.0
1147,117.0,24.1,22.5,11.6,22.27766,0.0001245906080405,50.2,107.0
1148,118.0,25.1,22.5,11.4,21.27582,0.0001183708414413,49.8,107.0
1149,118.0,26.0,22.6,11.2,20.2437,0.0001117522195403,49.4,107.0
1150,118.0,27.1,22.6,11.0,19.34349,0.0001065706527301,49.1,108.0
1151,118.0,28.1,22.7,10.7,18.53062,0.0001021614528893,48.9,108.0
1152,118.0,29.2,22.7,10.5,17.81618,9.79046096270935e-05,48.6,108.0
1153,118.0,30.4,22.8,10.3,17.23281,9.379481900157972e-05,48.4,108.0
1154,118.0,31.6,22.311764705882357,12.1,16.64972,8.926887674088258e-05,48.1,108.0
1155,119.0,32.8,22.311764705882357,12.1,16.04503,8.647922434273e-05,47.9,108.0
1156,119.0,34.1,22.311764705882357,12.1,15.5331,8.176021128559864e-05,47.7,108.0
1157,120.0,41.5,23.6,8.0,4.4498,3.309723969020984e-05,44.5,114.0
1158,120.0,42.2,23.7,7.8,4.4491,3.815526905187972e-05,43.4,114.0
1159,121.0,42.9,23.8,7.6,4.45415,3.832758845368622e-05,42.4,114.0
1160,121.0,43.6,23.9,7.4,4.4707,3.718859361715497e-05,41.8,114.0
1161,121.0,44.4,24.0,7.2,4.49599,3.848724596814026e-05,41.3,114.0
1162,121.0,45.1,24.1,7.0,4.53258,3.734721447732573e-05,40.5,114.0
1163,122.0,45.8,24.2,6.8,4.57711,3.76518733754515e-05,39.6,114.0
1164,122.0,46.6,24.2,6.7,4.63008,3.7967607085017325e-05,38.8,114.0
1165,122.0,47.3,24.3,6.5,4.68806,3.825559751945429e-05,38.0,114.0
1166,123.0,48.1,24.4,6.3,4.74862,3.453130395516243e-05,37.0,115.0
1167,123.0,48.9,24.5,6.1,4.81048,3.74088493305152e-05,36.0,115.0
1168,123.0,49.6,24.6,6.0,4.87192,3.3567500214832004e-05,35.2,115.0
1169,124.0,50.3,24.7,5.8,4.93165,3.369690042431137e-05,34.4,115.0
1170,124.0,51.0,24.8,5.7,4.99085,2.973362724573356e-05,33.8,115.0
1171,124.0,51.7,24.9,5.5,5.0388,3.3838703084330106e-05,33.2,115.0
1172,124.0,52.4,25.0,5.4,5.06718,3.249368742426602e-05,32.6,115.0
1173,124.0,53.0,25.1,5.2,5.05985,3.2457082270589285e-05,32.2,115.0
1174,125.0,53.6,24.34117647058824,6.529411764705882,5.02082,3.1022264544384095e-05,31.9,115.0
1175,125.0,54.2,24.34117647058824,6.529411764705882,4.95427,3.237105865500949e-05,31.7,115.0
1176,125.0,54.8,24.34117647058824,6.529411764705882,4.86211,3.205029760036751e-05,31.6,116.0
1177,115.0,33.3,24.3,7.1,20.28312,0.0001570210270292,53.8,107.0
1178,116.0,34.0,24.5,6.9,19.57996,0.0001658384856857,53.1,107.0
1179,116.0,34.6,24.6,6.6,18.90391,0.0001664529068959,52.4,107.0
1180,116.0,35.2,24.7,6.4,18.25695,0.0001712131198103,51.8,108.0
1181,117.0,35.8,24.9,6.1,21.07242,0.0001803068444411,51.2,108.0
1182,117.0,36.4,25.0,5.9,17.03534,0.0001844715980552,50.6,108.0
1183,117.0,36.9,25.1,5.6,16.45656,0.0001813506746042,50.1,108.0
1184,117.0,37.5,25.3,5.3,15.90497,0.0001791485978675,49.6,108.0
1185,118.0,38.1,25.4,5.1,15.37434,0.0001801002129041,49.0,108.0
1186,118.0,38.6,25.6,4.8,14.86916,0.0001746783305701,48.5,109.0
1187,118.0,39.2,25.7,4.6,159.23756,0.000178361856721,48.0,109.0
1188,118.0,39.7,25.8,4.4,13.91982,0.0001796308863066,47.7,109.0
1189,118.0,40.2,26.0,4.2,13.47916,0.0001773168311013,47.4,109.0
1190,119.0,40.7,26.1,4.0,13.06531,0.0001757642612129,47.3,109.0
1191,119.0,41.1,26.2,3.8,12.63197,0.0001731566048941,47.2,109.0
1192,119.0,41.5,26.3,3.6,12.24594,0.0001686445890952,47.2,109.0
1193,119.0,41.9,26.5,3.4,11.88475,0.000161999763404,47.3,109.0
1194,119.0,42.3,25.41176470588235,5.164705882352941,11.53184,0.0001561911927111,47.4,109.0
1195,119.0,42.7,25.41176470588235,5.164705882352941,11.17281,0.0001529049918743,47.5,110.0
1196,119.0,43.0,25.41176470588235,5.164705882352941,10.85334,0.0001476533654805,47.6,110.0
1197,128.0,38.7,24.5,4.2,5.85578,5.708089258791244e-05,21.1,118.0
1198,129.0,39.3,24.6,4.0,5.73234,5.592171939829456e-05,20.3,118.0
1199,129.0,39.9,24.7,3.9,5.61349,5.393141328538368e-05,19.6,119.0
1200,129.0,40.6,24.8,3.7,5.50303,5.304537273846737e-05,19.0,119.0
1201,130.0,41.4,24.9,3.6,5.40467,5.12131906970101e-05,18.5,119.0
1202,130.0,42.3,24.9,3.4,5.31576,5.018722894899462e-05,18.0,119.0
1203,130.0,43.1,25.0,3.3,5.22464,4.8809291222471526e-05,17.6,119.0
1204,130.0,44.1,25.1,3.2,5.14794,4.763036283958919e-05,17.3,119.0
1205,131.0,45.1,25.2,3.1,5.09251,4.546728316307421e-05,17.0,119.0
1206,131.0,46.1,25.3,2.9,5.0485,4.327459222313452e-05,16.7,120.0
1207,131.0,47.2,25.4,2.8,5.02222,4.067882316790403e-05,16.5,120.0
1208,131.0,48.2,25.5,2.7,5.01481,3.610212923972845e-05,16.4,120.0
1209,131.0,49.3,25.5,2.6,5.00661,2.9770897874611003e-05,16.3,120.0
1210,131.0,50.3,25.6,2.5,4.9854,2.9236080163674705e-05,16.3,120.0
1211,131.0,51.3,25.7,2.4,4.93362,2.8609438253679888e-05,16.4,120.0
1212,131.0,52.3,25.8,2.3,4.8585,2.8239308820622424e-05,16.6,120.0
1213,131.0,53.3,25.9,2.2,4.75674,2.7773845336113568e-05,16.8,119.0
1214,131.0,54.3,25.2,3.105882352941176,4.64982,2.7548084406888083e-05,17.1,119.0
1215,131.0,55.2,25.2,3.105882352941176,4.53762,2.7879989038296373e-05,17.4,119.0
1216,131.0,56.1,25.2,3.105882352941176,4.43127,2.723859129298054e-05,17.8,119.0
1217,130.0,37.9,26.4,0.9,1.87475,8.869245153327076e-07,19.2,119.0
1218,130.0,38.5,26.5,0.9,1.81312,6.910216251268888e-07,18.9,119.0
1219,130.0,39.2,26.6,0.9,1.75287,7.910784545135327e-07,18.7,119.0
1220,130.0,39.8,26.7,0.8,1.69412,7.927081158546875e-07,18.7,119.0
1221,130.0,40.4,26.8,0.8,1.63659,5.956749235153398e-07,18.7,119.0
1222,130.0,41.1,26.9,0.8,1.58027,6.959894305056542e-07,18.8,119.0
1223,130.0,41.7,27.0,0.7,1.52552,8.958549686455738e-07,18.9,119.0
1224,129.0,42.4,27.2,0.7,1.47206,9.96588875596608e-07,19.1,119.0
1225,129.0,43.1,27.3,0.7,1.4198,1.3971385205959674e-06,19.1,119.0
1226,129.0,43.9,27.4,0.7,1.36928,1.3989971988078946e-06,19.2,119.0
1227,129.0,44.6,27.5,0.6,1.32039,1.3009966935669417e-06,19.4,119.0
1228,129.0,45.5,27.6,0.6,1.27319,1.102639498431345e-06,19.5,119.0
1229,129.0,46.3,27.7,0.6,1.22805,1.004172033547781e-06,19.5,119.0
1230,129.0,47.1,27.8,0.6,1.18493,1.207307834321146e-06,19.6,119.0
1231,129.0,47.9,28.0,0.5,1.14383,9.073378224376176e-07,19.5,119.0
1232,129.0,48.7,28.1,0.5,1.10372,1.3134575547603188e-06,19.5,119.0
1233,129.0,49.6,28.2,0.5,1.06546,1.1139484164919456e-06,19.5,119.0
1234,129.0,50.4,27.27647058823529,0.6941176470588236,1.02817,1.3196837428667287e-06,19.4,119.0
1235,129.0,51.1,27.27647058823529,0.6941176470588236,0.99261,1.0151413406667143e-06,19.4,119.0
1236,129.0,51.9,27.27647058823529,0.6941176470588236,0.95846,1.020475743750785e-06,19.6,119.0
1237,132.0,65.8,26.0,0.6,1.50435,0.0,9.9,121.0
1238,132.0,66.9,26.1,0.6,1.41593,0.0,9.7,121.0
1239,132.0,68.0,26.2,0.6,1.3337,0.0,9.5,121.0
1240,132.0,69.1,26.3,0.5,1.25757,0.0,9.4,121.0
1241,132.0,70.2,26.4,0.5,1.1843,0.0,9.3,121.0
1242,132.0,71.3,26.4,0.5,1.11691,0.0,9.2,121.0
1243,132.0,72.3,26.5,0.5,1.05162,0.0,9.2,121.0
1244,132.0,73.4,26.6,0.5,0.98947,0.0,9.2,121.0
1245,132.0,74.4,26.6,0.5,0.93009,0.0,9.1,121.0
1246,132.0,75.4,26.7,0.4,0.87349,0.0,9.1,121.0
1247,132.0,76.4,26.7,0.4,0.8224,0.0,9.1,121.0
1248,132.0,77.3,26.8,0.4,0.77268,0.0,9.1,121.0
1249,132.0,78.2,26.8,0.4,0.72536,0.0,9.2,121.0
1250,132.0,79.0,26.9,0.4,0.68152,0.0,9.3,121.0
1251,132.0,79.8,26.9,0.4,0.63827,0.0,9.3,121.0
1252,132.0,80.5,27.0,0.4,0.59877,0.0,9.4,121.0
1253,132.0,81.1,27.0,0.4,0.56198,0.0,9.5,121.0
1254,132.0,81.7,26.58235294117647,0.4705882352941176,0.5285,0.0,9.7,121.0
1255,132.0,82.3,26.58235294117647,0.4705882352941176,0.49975,0.0,9.9,121.0
1256,132.0,82.8,26.58235294117647,0.4705882352941176,0.475,0.0,10.1,121.0
1257,116.0,17.5,20.6,29.1,14.72446,9.719762695725274e-05,54.1,107.0
1258,116.0,18.1,20.7,28.8,14.1292,9.238195280175992e-05,54.0,107.0
1259,116.0,18.7,20.8,28.4,13.54224,8.507574079713556e-05,54.0,107.0
1260,116.0,19.4,20.8,28.1,12.95374,7.711980363386433e-05,54.1,107.0
1261,116.0,20.0,20.9,27.7,12.37146,7.243155039277911e-05,54.2,107.0
1262,116.0,20.7,21.0,27.3,11.79676,7.071668688397012e-05,54.2,108.0
1263,116.0,21.4,21.0,27.0,11.22924,6.68900083378451e-05,54.2,108.0
1264,116.0,22.1,21.1,26.6,10.6643,6.16678720262783e-05,54.2,108.0
1265,116.0,22.8,21.2,26.2,10.10846,5.846657194506274e-05,54.1,108.0
1266,116.0,23.5,21.2,25.8,9.55975,5.506795884696442e-05,53.8,108.0
1267,116.0,24.2,21.3,25.5,9.02644,5.331478577085242e-05,53.6,108.0
1268,116.0,25.0,21.4,25.1,8.50709,5.033498645323948e-05,53.5,108.0
1269,117.0,25.8,21.4,24.7,8.00614,4.566193888708201e-05,53.3,108.0
1270,117.0,26.6,21.5,24.3,7.52987,4.3486224853612106e-05,53.1,108.0
1271,117.0,27.4,21.6,23.9,7.08398,3.824661903964223e-05,53.0,109.0
1272,117.0,28.3,21.6,23.5,6.67072,3.523620234521937e-05,52.8,109.0
1273,117.0,29.1,21.7,23.1,6.30595,3.3022765886593095e-05,52.8,109.0
1274,117.0,30.0,21.16470588235294,26.18235294117647,5.99448,3.144385057039733e-05,52.9,109.0
1275,117.0,30.8,21.16470588235294,26.18235294117647,5.72441,3.259991463909983e-05,53.0,109.0
1276,117.0,31.7,21.16470588235294,26.18235294117647,5.49017,3.190324997979809e-05,53.1,109.0
1277,124.0,20.6,21.1,19.5,9.49032,7.592966417650791e-05,32.7,111.0
1278,124.0,21.2,21.2,19.1,9.14513,7.125122929920615e-05,31.9,112.0
1279,124.0,21.7,21.2,18.8,8.80642,6.739428006364842e-05,31.1,112.0
1280,124.0,22.3,21.3,18.4,8.47863,6.382311133081726e-05,30.3,112.0
1281,125.0,22.8,21.4,18.0,15.40151,5.9193609065406095e-05,29.6,112.0
1282,125.0,23.4,21.5,17.6,7.88165,5.498573184480005e-05,28.9,112.0
1283,125.0,24.0,21.6,17.2,7.60747,5.0737588745486586e-05,28.2,112.0
1284,125.0,24.5,21.7,16.8,7.3434,4.7828235915703e-05,27.6,112.0
1285,125.0,25.1,21.8,16.4,7.09992,4.470083307498887e-05,27.1,113.0
1286,126.0,25.6,21.8,16.0,6.87755,4.193172790516329e-05,26.6,113.0
1287,126.0,26.1,21.9,15.6,6.6668,3.8449454582427565e-05,26.3,113.0
1288,126.0,26.6,22.0,15.1,6.47286,3.510399936420314e-05,26.2,113.0
1289,126.0,27.0,22.1,14.7,6.28745,3.2874567667205205e-05,26.3,113.0
1290,126.0,27.3,22.2,14.3,6.11267,3.044155034118462e-05,26.6,112.0
1291,126.0,27.7,22.3,13.9,5.94033,2.7683684483947064e-05,27.0,112.0
1292,125.0,28.0,22.4,13.5,5.772,2.5492708365981204e-05,27.6,112.0
1293,125.0,28.2,22.5,13.1,5.60864,2.375009876508781e-05,28.3,112.0
1294,125.0,28.5,21.764705882352946,16.352941176470587,5.44898,2.2357744418730268e-05,29.0,112.0
1295,125.0,28.8,21.764705882352946,16.352941176470587,5.30052,2.113739379649268e-05,29.8,112.0
1296,125.0,29.0,21.764705882352946,16.352941176470587,5.13699,1.984519062361189e-05,30.6,111.0
1297,127.0,30.2,24.2,5.8,5.58375,7.955524596034197e-06,27.3,116.0
1298,127.0,31.0,24.3,5.6,5.481,7.392329994531402e-06,26.4,117.0
1299,127.0,31.8,24.4,5.4,5.41153,6.90060073072951e-06,25.9,117.0
1300,127.0,32.7,24.5,5.2,9.08466,6.5243341281535125e-06,25.4,117.0
1301,127.0,33.7,24.5,5.1,5.37536,6.117063746691186e-06,24.9,117.0
1302,127.0,34.8,24.6,4.9,5.40808,5.699841478000992e-06,24.5,118.0
1303,128.0,35.9,24.7,4.8,5.46901,5.315340427741432e-06,24.0,118.0
1304,128.0,37.0,24.7,4.6,5.54486,5.088181285879776e-06,23.7,118.0
1305,128.0,38.2,24.8,4.5,5.5925,4.838363987856906e-06,23.4,118.0
1306,128.0,39.3,24.9,4.3,5.56588,4.673044332263298e-06,23.1,118.0
1307,128.0,40.5,24.9,4.2,5.45014,4.666986708421855e-06,22.9,118.0
1308,128.0,41.6,25.0,4.0,5.25183,4.531961601421141e-06,22.8,118.0
1309,128.0,42.7,25.0,3.9,4.99144,4.336320339553662e-06,22.7,118.0
1310,128.0,43.8,25.1,3.8,4.70762,4.120023987806532e-06,22.8,118.0
1311,128.0,44.8,25.1,3.7,4.43111,3.822331500494454e-06,22.8,118.0
1312,128.0,45.8,25.2,3.6,4.17954,3.3975248811257374e-06,22.9,118.0
1313,128.0,46.8,25.2,3.5,3.95787,3.0434182746542965e-06,23.1,118.0
1314,128.0,47.6,24.77058823529412,4.523529411764706,3.76825,2.81728960123128e-06,23.4,118.0
1315,127.0,48.3,24.77058823529412,4.523529411764706,3.60396,2.6859752554111777e-06,23.7,118.0
1316,127.0,49.0,24.77058823529412,4.523529411764706,3.46006,2.498689472400083e-06,24.1,118.0
1317,121.0,40.7,26.3,3.4,16.68245,2.941035876586681e-05,37.1,113.0
1318,121.0,41.7,26.4,3.3,14.89907,2.770306663095874e-05,36.4,113.0
1319,121.0,42.8,26.5,3.2,16.26236,2.6384325747021564e-05,35.7,113.0
1320,122.0,43.9,26.6,3.1,22.62655,2.482808881959425e-05,34.7,113.0
1321,122.0,45.0,26.7,3.0,19.30747,2.199987520070795e-05,33.7,114.0
1322,122.0,46.1,26.8,2.9,10.12349,2.002024276865288e-05,32.7,114.0
1323,123.0,47.3,26.9,2.8,7.19883,1.8932086597851527e-05,31.8,114.0
1324,123.0,48.3,27.0,2.7,6.34887,1.7997004813086613e-05,30.9,114.0
1325,123.0,49.4,27.2,2.7,6.14831,1.7006818385469374e-05,30.2,115.0
1326,124.0,50.4,27.3,2.6,6.16806,1.5805083994384183e-05,29.5,115.0
1327,124.0,51.3,27.4,2.5,8.44131,1.4752744010385932e-05,29.0,115.0
1328,124.0,52.2,27.5,2.4,12.83583,1.4024560227231018e-05,28.6,115.0
1329,124.0,53.1,27.6,2.3,11.2288,1.311924802031448e-05,28.4,115.0
1330,124.0,53.9,27.8,2.3,12.33048,1.234147086825186e-05,28.2,115.0
1331,124.0,54.6,26.852941176470587,2.9529411764705884,9.33126,1.1567839334797444e-05,28.2,115.0
1332,124.0,55.2,26.852941176470587,2.9529411764705884,4.26955,1.073334346238668e-05,28.2,115.0
1333,124.0,55.9,26.852941176470587,2.9529411764705884,3.78838,9.728759961199936e-06,28.4,115.0
