,IndCode,IndName
1767,W12_imports_dutyfree_A,Health warnings on cigarette packaging law applys to products whether manufactured domestically imported AND for duty-free sale
1768,W12_imports_dutyfree_B,Health warnings on other smoked tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale
1769,W12_imports_dutyfree_C,Health warnings on smokeless tobacco packaging law applys to products whether manufactured domestically imported AND for duty-free sale
1770,W13_ind_liability_A,Health warnings on cigarette packaging do not remove or diminish the liability of the tobacco industry
1771,W13_ind_liability_B,Health warnings on other smoked tobacco packaging do not remove or diminish the liability of the tobacco industry
1772,W13_ind_liability_C,Health warnings on smokeless tobacco packaging do not remove or diminish the liability of the tobacco industry
1773,W14_harm_effects_A,Do health warnings on cigarette packaging describe the harmful effects of tobacco use on health?
1774,W14_harm_effects_B,Do health warnings on other smoked tobacco packaging describe the harmful effects of tobacco use on health?
1775,W14_harm_effects_C,Do health warnings on smokeless tobacco packaging describe the harmful effects of tobacco use on health?
1776,W15_specific_hw_A,Does the law mandate specific health warnings on cigarette packaging?
1777,W15_specific_hw_B,Does the law mandate specific health warnings on other smoked tobacco packaging?
1778,W15_specific_hw_C,Does the law mandate specific health warnings on smokeless tobacco packaging?
1779,W16_number_hw_A,How many health warnings are approved by the law for cigarette packaging?
1780,W16_number_hw_B,How many health warnings are approved by the law for other smoked tobacco packaging?
1781,W16_number_hw_C,How many health warnings are approved by the law for smokeless tobacco packaging?
1782,W17_fines_A,Health warnings on cigarette packaging law requires or establishes fines for violations
1783,W17_fines_B,Health warnings on other smoked tobacco packaging law requires or establishes fines for violations
1784,W17_fines_C,Health warnings on smokeless tobacco packaging law requires or establishes fines for violations
1785,W18_misleading_terms_A,Ban on deceitful terms on cigarette packaging
1786,W18_misleading_terms_B,Ban on deceitful terms on other smoked tobacco packaging
1787,W18_misleading_terms_C,Ban on deceitful terms on smokeless tobacco packaging
1788,W19_colours_numbers_A,Cigarette packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
1789,W19_colours_numbers_B,Other smoked tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
1790,W19_colours_numbers_C,Smokeless tobacco packaging and labelling must not use figurative or other signs including colors or numbers as substitutes for prohibited misleading terms and descriptors
1791,W2_pc_front_back_A,Percentage of principal display area mandated to be covered by health warnings - front and back of cigarette packaging
1792,W2_pc_front_back_B,Percentage of principal display area mandated to be covered by health warnings - front and back of other smoked tobacco packaging
1793,W2_pc_front_back_C,Percentage of principal display area mandated to be covered by health warnings - front and back of smokeless tobacco packaging
1794,W20_flavours_A,Cigarette packaging and labelling must not use descriptors depicting flavours
1795,W20_flavours_B,Other smoked tobacco packaging and labelling must not use descriptors depicting flavours
1796,W20_flavours_C,Smokeless tobacco packaging and labelling must not use descriptors depicting flavours
1797,W21_emissions_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
1798,W21_emissions_quant_B,Other smoked tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
1799,W23_emissions_front_back_A,Cigarette packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas
1800,W21_emissions_quant_C,Smokeless tobacco packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
1801,W22_emissions_qual_A,Cigarette packaging and labelling must display qualitative information on relevant constituents and emissions
1802,W22_emissions_qual_B,Other smoked tobacco packaging and labelling must display qualitative information on relevant constituents and emissions
1803,W22_emissions_qual_C,Smokeless tobacco packaging and labelling must display qualitative information on relevant constituents and emissions
1804,W23_emissions_front_back_B,Other smoked tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas
1805,W23_emissions_front_back_C,Smokeless tobacco packaging and labelling must display qualitative information on constituents and emissions on one or more of the principal display areas
1806,W24_exp_date_A,Cigarette packaging and labelling must not display expiry dates
1807,W24_exp_date_B,Other smoked tobacco packaging and labelling must not display expiry dates
1808,W24_exp_date_C,Smokeless tobacco packaging and labelling must not display expiry dates
1809,W25_quitline_number_A,The quit line number must appear on cigarette packaging or labelling
1810,W25_quitline_number_B,The quit line number must appear on other smoked tobacco packaging or labelling
1811,W25_quitline_number_C,The quit line number must appear on smokeless tobacco packaging or labelling
1812,W26_plain_packaging_A,Plain packaging of cigarettes is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
1813,W26_plain_packaging_B,Plain packaging of other smoked tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
1814,W26_plain_packaging_C,Plain packaging of smokeless tobacco products is mandatory (ie. the use of logos colours brand images or promotional information on packaging other than brand names and product names displayed in a standard colour and font style is prohibited).
1815,W27_smokeless_prod_ban,The sale of all smokeless tobacco products is completely banned
1816,W3_pc_front_A,Percentage of principal display area mandated to be covered by health warnings - front of cigarette packaging
1817,W3_pc_front_B,Percentage of principal display area mandated to be covered by health warnings - front of other smoked tobacco packaging
1818,W3_pc_front_C,Percentage of principal display area mandated to be covered by health warnings - front of smokeless tobacco packaging
1819,W4_pc_back_A,Percentage of principal display area mandated to be covered by health warnings - back of cigarette packaging
1820,W4_pc_back_B,Percentage of principal display area mandated to be covered by health warnings - back of other smoked tobacco packaging
1821,W4_pc_back_C,Percentage of principal display area mandated to be covered by health warnings - back of smokeless tobacco packaging
1822,W5_top_side_A,Health warnings on cigarette packaging must be placed at the top of the principal display areas of the package
1823,W5_top_side_B,Health warnings on other smoked tobacco packaging must be placed at the top of the principal display areas of the package
1824,W5_top_side_C,Health warnings on smokeless tobacco packaging must be placed at the top of the principal display areas of the package
1825,W6_font_A,"Does the law mandate font style, font size and colour of health warnings on cigarette packaging?"
1826,W6_font_B,"Does the law mandate font style, font size and colour of health warnings on other smoked tobacco packaging?"
1827,W6_font_C,"Does the law mandate font style, font size and colour of health warnings on smokeless tobacco packaging?"
1828,W7_rotation_A,Are the health warnings on cigarette packaging rotating?
1829,W7_rotation_B,Are the health warnings on other smoked tobacco packaging rotating?
1830,W7_rotation_C,Are the health warnings on smokeless tobacco packaging rotating?
1831,W8_princ_langs_A,Are the health warnings on cigarette packaging written in the principal language(s) of the country?
1832,W8_princ_langs_B,Are the health warnings on other smoked tobacco packaging written in the principal language(s) of the country?
1833,W8_princ_langs_C,Are the health warnings on smokeless tobacco packaging written in the principal language(s) of the country?
1834,W9_no_obscure_A,Health warnings on cigarette packaging must not be obscured in any way including by required markings such as tax stamps
1835,W9_no_obscure_B,Health warnings on other smoked tobacco packaging must not be obscured in any way including by required markings such as tax stamps
1836,W9_no_obscure_C,Health warnings on smokeless tobacco packaging must not be obscured in any way including by required markings such as tax stamps
1837,wast5,Wasting prevalence in children aged < 5 years (%)
1838,WHOSIS_000001,Life expectancy at birth (years)
1839,WHOSIS_000002,Healthy life expectancy (HALE) at birth (years)
1840,WHOSIS_000003,Neonatal mortality rate (per 1000 live births)
1841,WHOSIS_000004,Adult mortality rate (probability of dying between 15 and 60 years per 1000 population)
1842,WHOSIS_000006,Infants exclusively breastfed for the first six months of life (%)
1843,WHOSIS_000007,Healthy life expectancy (HALE) at age 60 (years)
1844,WHOSIS_000014,Stillbirth rate (per 1000 total births)
1845,WHOSIS_000015,Life expectancy at age 60 (years)
1846,WHS_PBR,Preterm birth rate (per 100 live births)
1847,WHS10_8,Civil registration coverage of cause-of-death (%)
1848,WHS10_9,Ill-defined causes in cause-of-death registration (%)
1849,WHS2_126,Distribution of years of life lost by major cause group
1850,WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population)
1851,WHS2_138,Deaths due to HIV/AIDS (per 100 000 population)
1852,WHS2_152,Deaths due to malaria (per 100 000 population)
1853,WHS2_160,Age-standardized mortality rate by cause (per 100 000 population) - Cancer
1854,WHS2_161,Age-standardized mortality rate by cause (per 100 000 population) - Cardiovascular
1855,WHS2_174,Distribution of years of life lost by broader causes (%) - Injuries
1856,WHS3_41,Diphtheria - number of reported cases
1857,WHS3_42,Japanese encephalitis - number of reported cases
1858,WHS3_43,Pertussis - number of reported cases
1859,WHS3_45,Number of new leprosy cases
1860,WHS3_46,Total tetanus - number of reported cases
1861,WHS3_49,Poliomyelitis - number of reported cases
1862,WHS3_50,Yellow fever - number of reported cases
1863,WHS3_522,Number of reported cases of tuberculosis
1864,WHS3_53,Mumps - number of reported cases
1865,WHS3_55,Congenital Rubella Syndrome - number of reported cases
1866,WHS3_56,Neonatal tetanus - number of reported cases
1867,WHS3_57,Rubella - number of reported cases
1868,WHS3_62,Measles - number of reported cases
1869,WHS4_100,Diphtheria tetanus toxoid and pertussis (DTP3) immunization coverage among 1-year-olds (%)
1870,WHS4_106,Children aged < 5 years with pneumonia symptoms taken to a healthcare provider (%)
1871,WHS4_111,Antenatal care coverage - at least one visit (%)
1872,WHS4_111_AGE1519,"Antenatal care coverage - at least one visit, among girls aged 15-19 (%)"
1873,WHS4_115,Births by caesarean section (%)
1874,WHS4_117,Hepatitis B (HepB3) immunization coverage among 1-year-olds (%)
1875,WHS4_128,Neonates protected at birth against neonatal tetanus (PAB) (%)
1876,WHS4_129,Hib (Hib3) immunization coverage among 1-year-olds (%)
1877,WHS4_154,Antenatal care coverage - at least four visits (%)
1878,WHS4_543,BCG immunization coverage among 1-year-olds (%)
1879,WHS4_544,Polio (Pol3) immunization coverage among 1-year-olds (%)
1880,WHS5_512,Population using solid fuels (%)
1881,WHS6_100,Radiotherapy units (per 1 000 000 population)
1882,WHS6_101,Median availability of selected generic medicines (%) - Private
1883,WHS6_102,Hospital beds (per 10 000 population)
1884,WHS6_116,Median consumer price ratio of selected generic medicines - Private
1885,WHS8_110,Measles-containing-vaccine first-dose (MCV1) immunization coverage among 1-year-olds (%)
1886,W-MM_Group,Anti-tobacco mass media campaigns
1887,WSH_1,SDG 3.9.2 WASH deaths
1888,WSH_10,"Number of diarrhoea deaths from inadequate water, sanitation and hygiene"
1889,WSH_10_HYG,Number of diarrhoea deaths from inadequate hygiene
1890,WSH_10_SAN,Number of diarrhoea deaths from inadequate sanitation
1891,WSH_10_WAT,Number of diarrhoea deaths from inadequate water
1892,WSH_2,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years"
1893,WSH_20,"Attributable fraction of diarrhoea to inadequate water, sanitation and hygiene"
1894,WSH_20_HYG,Attributable fraction of diarrhoea to inadequate hygiene
1895,WSH_20_SAN,Attributable fraction of diarrhoea to inadequate sanitation
1896,WSH_20_WAT,Attributable fraction of diarrhoea to inadequate water
1897,WSH_3,"Water, sanitation and hygiene attributable deaths per 100'000 capita"
1898,WSH_30,"Number of diarrhoea DALYs from inadequate water, sanitation and hygiene"
1899,WSH_30_HYG,Number of diarrhoea DALYs from inadequate hygiene
1900,WSH_30_SAN,Number of diarrhoea DALYs from inadequate sanitation
1901,WSH_30_WAT,Number of diarrhoea DALYs from inadequate water
1902,WSH_4,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years"
1903,WSH_5,"Water, sanitation and hygiene attributable DALYs ('000)"
1904,WSH_6,"Water, sanitation and hygiene attributable DALYs ('000) in children under 5 years"
1905,WSH_7,"Water, sanitation and hygiene attributable DALYs per 100'000 capita"
1906,WSH_8,"Water, sanitation and hygiene  attributable DALYs per 100'000 children under 5 years"
1907,WSH_HYGIENE_BASIC,Population with basic handwashing facilities at home (%)
1908,WSH_SANITATION_BASIC,Population using at least basic sanitation services (%)
1909,WSH_SANITATION_OD,Population practising open defecation (%)
1910,WSH_SANITATION_SAFELY_MANAGED,Population using safely managed sanitation services (%)
1911,WSH_WATER_BASIC,Population using at least basic drinking-water services (%)
1912,WSH_WATER_SAFELY_MANAGED,Population using safely managed drinking-water services (%)
1913,NCD_CCS_ARB,General availability of Angiotensin II receptor blockers (ARBs) in the public health sector
1914,NCD_CCS_CRD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of chronic respiratory diseases
1915,NCD_CCS_MORT_TARGET,Existence of a national target on NCD mortality
1916,IHRSPAR_CAPACITY01,Legislation and Financing
1917,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%)
1918,R_Price_lowest_cost_ppp,Cheapest brand of cigarettes - price in PPP$
1919,ASSISTIVETECH_SOURCESOFAT,Sources of assistive products (%)
1920,MALARIA_PF_INDIG,Number of indigenous P. falciparum malaria cases
1921,O_Cytisine_sold,Cytisine - legally sold
1922,NCD_CCS_PA_POL_WORK,Existence of policy promoting physical activity: workplace initiatives
1923,FINPROTECTION_IMP_BNLFHU_FURIMP_HH,"Households further impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)"
1924,IHRSPAR_CAPACITY13,Radiation Emergencies
1925,PHE_HHAIR_POP_CATEGORY_FUELS,"Population with primary reliance on fuels and technologies)for cooking, by fuel type (in millions)"
1926,Yth_curr_cig_smoking,Prevalence of current cigarette smoking among adolescents (%)
1927,NCD_CCS_ESS_MEDS_TECH_TARGET,Existence of a national target on essential medicines and technologies
1928,MALARIA_IMPORTED,Number of imported malaria cases
1929,R_earmarking,Reported use of earmarked tobacco taxes
1930,IHRSPAR_CAPACITY03,Zoonotic Events and the Human-animal Interface
1931,IHRSPAR_CAPACITY07,Human Resources (SPAR)
1932,PHE_HHAIR_POP_POLLUTING_FUELS,Population with primary reliance on polluting fuels and technologies for cooking (in millions)
1933,IHRSPAR_CAPACITY06,Surveillance (SPAR)
1934,MALARIA_ITN_COVERAGE,"Population with access to an insecticide-treated bed net (ITN) for malaria protection (%), modelled"
1935,Adult_curr_smokeless,Prevalence of current smokeless tobacco use among adults (%)
1936,Yth_nonsmoked_svy_title,Name of latest youth prevalence survey (nonsmoked)
1937,RADON_Q501_1,Reference level for dwellings (Bq/m3)
1938,CARE_SOURCE,Care-seeking by type of patient and source of care (%)
1939,E_compl_e10,Compliance with ban on promotional discounts (score)
1940,NCD_CCS_TOB_SVY,"Has conducted a recent, national adult risk factor survey covering tobacco use"
1941,Adult_nonsmoked_national,Representation of latest adult prevalence survey (nonsmoked)
1942,Yth_nonsmoked_svy_yr,Year of latest youth prevalence survey (nonsmoked)
1943,E_compl_e14,Compliance with ban on appearance of tobacco products in TV and/or films (score)
1944,FINPROTECTION_IMP_P310_LEVEL_MILLION,Total population pushed  further below the $3.20 a day poverty line by household health expenditures (millions)
1945,NCD_CCS_PA_GUIDELINES_OLDADULTS,Existence of national guidelines for physical activity for older adults
1946,P_compl_p1,Compliance with smoke-free health-care facilities law (score)
1947,RADON_Q503,Existence of national reference level for workplaces
1948,NCD_CCS_ALC_TARGET,Existence of a national target on alcohol
1949,NCD_CCS_PA_SVY,"Has conducted a recent, national adult risk factor survey covering physical inactivity"
1950,NCD_CCS_PA_POL_WALKBIKE,Existence of policy promoting physical activity: walking and cycling
1951,MALARIA_EST_DEATHS,Estimated number of malaria deaths
1952,FINPROTECTION_IMP_P310_POP,Population pushed further below the $3.20 a day poverty line by household health expenditures (%)
1953,R_Price_mp_estimate_ppp,Most sold brand of cigarettes - price in PPP$
1954,P_compl_p4,Compliance with smoke-free government facilities law (score)
1955,W21_emissions_quant_A,Cigarette packaging and labelling must not display quantitative information on emission yields (such as tar nicotine and carbon monoxide) including when used as part of a brand name or trademark
1956,WHOSIS_000016,Mortality rate among children ages 5 to 9 years (per 1000 children aged 5)
1957,MALARIA_EST_INCIDENCE,Estimated malaria incidence (per 1000 population at risk)
1958,IHRSPAR_CAPACITY10,Risk Communication (SPAR)
1959,E23_vending_machines,Ban on tobacco vending machines
1960,E22_subnational_authority_exists,"Subnational bans on tobacco advertising, promotion and sponsorship authority exists"
1961,AIR_71,Ambient air pollution attributable DALYs in children under 15 years
1962,ASSISTIVETECH_Q06,Workforce availability for assistive technology
1963,SDGIPV,Proportion of ever-partnered women and girls aged 15-49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months
1964,SDGHEALTHFACILITIESESSENTIALMEDS,Proportion of health facilities with a core set of relevant essential medicines available and affordable on a sustainable basis
1965,NCD_CCS_bone_marrow,General availability of bone marrow transplantation in the public health system
1966,RADON_Q502_1,Reference level for buildings with high public occupancy (Bq/m3)
1967,NCD_CCS_CHOL_SVY,"Has conducted a recent, national adult risk factor survey covering raised total cholesterol"
1968,NCD_CCS_DRUG_THERAPY_TARGET,Existence of a national target on drug therapy and counselling
1969,IHRSPAR_CAPACITY11,Points of Entry (SPAR)
1970,NCD_CCS_PBCR,Existence of population-based cancer registry
1971,HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months
1972,Adult_nonsmoked_age_grp,Age range of latest adult prevalence survey (nonsmoked)
1973,GASPRP,Reporting countries
1974,TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases
1975,R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported
1976,NCD_HYP_DIAGNOSIS_A,"Prevalence of previous diagnosis of hypertension among adults aged 30-79 with hypertension, age-standardized"
1977,Yth_daily_smokeless,Prevalence of daily smokeless tobacco use among adolescents (%)
1978,ASSISTIVETECH_Q07,Availability of education/training for assistive technology
1979,E_compl_e_all_indir,Overall compliance with bans on promotion and sponsorship (score)
1980,HEMOGLOBINLEVEL_PREGNANT_MEAN,Mean hemoglobin level of pregnant women (aged 15-49 years)
1981,ASSISTIVETECH_Q08,Existence of financial mechanisms for assistive technology
1982,RADON_Q202,Existence of any subnational radon activity
1983,cpmowho,Contraceptive prevalence - use of modern methods (%)
1984,NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized"
1985,E_compl_all_dir,Overall compliance with bans on direct advertising (score)
1986,Adult_svy_national,Representativeness of most recent survey of adults
1987,IHRSPAR_CAPACITY02,IHR Coordination and National IHR Focal Point Functions
1988,MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy
1989,MALARIA_EST_CASES,Estimated number of malaria cases
1990,P_compl_p5,Compliance with smoke-free indoor offices law (score)
1991,IHRSPAR_CAPACITY12,Chemical Events
1992,Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%)
1993,FINPROTECTION_IMP_PRELPL_POP,Population pushed further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)
1994,IHRSPAR_CAPACITY05,Laboratory (SPAR)
1995,MALARIA_SUSPECTS,Number of suspected malaria cases
1996,SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime
1997,NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized"
1998,IHRSPAR_CAPACITY08,National Health Emergency Framework
1999,NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude"
2000,O_Cytisine_where,Cytisine - place available
2001,GLASSAMC_GPW13_T4B,Target ≥60% of total antibiotic consumption being Access group antibiotics (GPW13 target 4b)
2002,vbcg,BCG immunization coverage among one-year-olds (%)
2003,SDGIPV12M,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months
2004,NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector
2005,MALARIA_INDIG_STATUS,Status of indigenous malaria cases
2006,NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt"
2007,MH_27,Publication year of the policy or plan (latest revision)
2008,HIV_0000000028,"Estimated number of tests performed where results were received by a person (testing volume), estimated number per 1000 population"
2009,NCD_CCS_EyePlan,Existence of operational policy/strategy/action plan for eye health
2010,NCD_HYP_CONTROL_A,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, age-standardized"
2011,MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases
2012,AMR_INFECT_MRSA,"Proportion of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA), median (%)"
2013,NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19
2014,IMMUNIZATION_VACCINATIONCARDSSEEN,Proportion of vaccination cards seen (%)
2015,GASPRSCFM,Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP
2016,NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer
2017,MALARIA_INDIG,Number of indigenous malaria cases
2018,RADON_Q707,Inclusion of radon education for building professionals
2019,NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings
2020,ASSISTIVETECH_Q10,Existence of initiatives/collaborations on assistive technology
2021,MALARIA_CONF_CASES,Number of confirmed malaria cases
2022,E_compl_e12,Compliance with ban on indentifying non-tobacco products with tobacco brand names (score)
2023,NUTRITION_ANAEMIA_NONPREGNANT_PREV,Prevalence of anaemia in non-pregnant women (aged 15-49) (%)
2024,ASSISTIVETECH_SATISFACTIONACTIVITIES,Satisfaction with assistive products for different environments and activities (%)
2025,E_compl_e6,Compliance with ban on advertising at point of sale (score)
2026,MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT)
2027,NCD_CCS_BPmsmt,General availability of blood pressure measurement at the primary health care level
2028,NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension"
2029,uwgt5,Underweight prevalence in children aged < 5 years (%) (Health inequality monitor)
2030,CARE_SEEK,Care-seeking by type of patient and source of care (%) (see CARE_SOURCE)
2031,NTD_BU_END,Status of endemicity of buruli ulcder
2032,P_compl_p6,Compliance with smoke-free restaurants law (score)
2033,M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%)
2034,NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude"
2035,FINPROTECTION_IMP_BNLFHU_P_HH,"Households impoverished by out-of-pocket payments (relative poverty line reflecting basic needs: food, housing, utilities) (%)"
2036,RADON_Q605,Authorization/accreditation required for official radon measurement providers
2037,Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%)
2038,E17a_csr_ban,Ban on Corporate Social Responsibility activities (CSR)
2039,vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%)
2040,NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders
2041,ASSISTIVETECH_SATISFACTIONSERVICES,Satisfaction with assistive products and related services (%)
2042,NCD_CCS_diab_retin,General availability of diabetic retinopathy screening in the public health system
2043,ASSISTIVETECH_BARRIERAT,Barriers to accessing assistive products (%)
2044,NCD_HYP_CONTROL_C,"Prevalence of controlled hypertension among adults aged 30-79 years with hypertension, crude"
2045,E_compl_e5,Compliance with ban on billboard and outdoor advertising (score)
2046,NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces
2047,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%)
2048,HIV_0000000027,Reported number of tests performed where results were received by a person (testing volume)
2049,NCD_CCS_CVD_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cardiovascular diseases
2050,NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity
2051,NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity"
2052,NCD_HYP_TREATMENT_A,"Prevalence of treatment (taking medicine) for hypertension among adults aged 30-79 with hypertension, age-standardized"
2053,E_compl_e3,Compliance with ban on advertising in local magazines and newspapers (score)
2054,Youth_svy_age_range,Age range of most recent adolescent survey
2055,NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event
2056,NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude"
2057,P_compl_p2,Compliance with smoke-free education facilities except universities law (score)
2058,Adult_survey_title,Title of most recent survey of adults
2059,RADON_Q305,Existence of national radon map
2060,FINPROTECTION_IMP_PREL_LEVEL_MILLION,Total population pushed   further  below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions)
2061,ASSISTIVETECH_TRAVELDISTANCEAT,Travel distance to obtain assistive products (%)
2062,SRHINSTITUTIONALBIRTH,Institutional Births (birth taken place in a facility) (%)
2063,FINPROTECTION_IMP_NPRELPL_POP,Population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (%)
2064,NCD_CCS_TOB_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of tobacco dependence
2065,FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15−49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD"
2066,NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands)
2067,M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate)
2068,AMR_INFECT_ECOLI,"Proportion of bloodstream infection due Escherichia coli resistant to 3rd-generation cephalosporin, median (%)"
2069,SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%)
2070,E_compl_e9,Compliance with ban on free distribution in mail or through other means (score)
2071,Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%)
2072,NCD_CCS_OBES_TARGET,Existence of a national target on obesity
2073,LBW_NUMBER,Low birth weight (in thousands)
2074,LBW_PREVALENCE,"Low birth weight, prevalence (%)"
2075,ASSISTIVETECH_TOTALNEED,Prevalence of need of assistive products (%)
2076,OHS_POLICYSTATUS,Existence of national policy instruments for occupational health and safety for health workers
2077,FINPROTECTION_IMP_P190_LEVEL_SH,Total population pushed further below the $1.90 a day poverty line by household health expenditures (%)
2078,FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,Total population pushed below a relative poverty line by household health expenditures (60% of median daily per capita consumption or income) (millions)
2079,AIR_73,Ambient air pollution attributable YLL in children under 15 years
2080,AMRGLASS_SURVL04,Number of surveillance sites reporting to GLASS: In- and outpatient facilities
2081,NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector
2082,FINPROTECTION_IMP_P310_LEVEL_SH,Total population pushed  further  below the $3.20 a day poverty line by household health expenditures (%)
2083,CHILDVIOL,Indicator 16.2.1: Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month
2084,GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP
2085,Camp_media_monitor,Process evaluation was employed to assess implementation of the campaign
2086,NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector
2087,GASPRSCIP,Proportion of isolates with resistance to ciprofloxacin reported to WHO-GASP
2088,NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5
2089,MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs)
2090,NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6–59 months with anaemia (thousands)
2091,NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives
2092,VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV)
2093,Adult_curr_tob_smoking,Prevalence of current tobacco smoking among adults (%)
2094,MALARIA_MICR_POS,Number of malaria positive cases by microscopy
2095,Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%)
2096,P_compl_p7,Compliance with smoke-free pubs and bars law (score)
2097,Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%)
2098,SDGHPVRECEIVED,Girls aged 15 years old that received the recommended doses of HPV vaccine (%)
2099,Yth_daily_cig_smoking,Prevalence of daily cigarette smoking among adolescents (%)
2100,ASSISTIVETECH_Q04,Existence of responsible ministry/authority on assistive technology
